,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
792,0021701004,1610612757,Trail Blazers,POR,Portland,240:00,0.542,0.361,0.13,0.2,0.484,0.176,0.111,0.196
793,0021701004,1610612748,Heat,MIA,Miami,240:00,0.484,0.176,0.111,0.196,0.542,0.361,0.13,0.2
794,0021701005,1610612755,76ers,PHI,Philadelphia,240:00,0.533,0.293,0.213,0.184,0.426,0.263,0.098,0.255
795,0021701005,1610612754,Pacers,IND,Indiana,240:00,0.426,0.263,0.098,0.255,0.533,0.293,0.213,0.184
796,0021701006,1610612764,Wizards,WAS,Washington,240:00,0.561,0.305,0.122,0.35,0.569,0.218,0.106,0.306
797,0021701006,1610612750,Timberwolves,MIN,Minnesota,240:00,0.569,0.218,0.106,0.306,0.561,0.305,0.122,0.35
798,0021701007,1610612760,Thunder,OKC,Oklahoma City,240:00,0.562,0.281,0.081,0.209,0.5,0.276,0.151,0.31
799,0021701007,1610612737,Hawks,ATL,Atlanta,240:00,0.5,0.276,0.151,0.31,0.562,0.281,0.081,0.209
800,0021701008,1610612761,Raptors,TOR,Toronto,240:00,0.544,0.231,0.112,0.31,0.494,0.221,0.123,0.184
801,0021701008,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.221,0.123,0.184,0.544,0.231,0.112,0.31
802,0021701009,1610612752,Knicks,NYK,New York,240:00,0.537,0.146,0.197,0.263,0.528,0.202,0.124,0.261
803,0021701009,1610612742,Mavericks,DAL,Dallas,240:00,0.528,0.202,0.124,0.261,0.537,0.146,0.197,0.263
